"date" "nazva" "TSP" "SO2" "CO" "NO2" "NO" "H2S" "C6H6O" "NH3" "CH2O"
2014-03-20 "ПСЗ-6" 0.35 0.032 2 0.027 NA 5e-04 8e-04 0.03 0.005
2014-03-20 "ПСЗ-7" NA 0.036 2 0.017 NA 0.001 5e-04 0.015 0.0055
2014-03-21 "ПСЗ-1" NA 0.03 3 0.07 NA 0.0015 0.0012 0.04 0.011
2014-03-21 "ПСЗ-2" NA 0.028 3 0.07 NA 0.0018 0.0018 0.038 0.007
2014-03-21 "ПСЗ-3" NA 0.021 2 0.043 0.027 0.001 5e-04 0.032 0.0085
2014-03-21 "ПСЗ-6" 0.8 0.032 3 0.073 NA 0.0025 0.002 0.057 0.0055
2014-03-21 "ПСЗ-7" NA 0.024 2 0.037 NA 8e-04 5e-04 0.022 0.006
2014-03-22 "ПСЗ-1" NA 0.024 2 0.065 NA 0.002 8e-04 0.04 0.006
2014-03-22 "ПСЗ-2" NA 0.037 3 0.08 NA 0.0015 0.002 0.04 0.0095
2014-03-22 "ПСЗ-3" NA 0.023 2 0.037 0.03 0.001 0.0012 0.025 0.004
2014-03-22 "ПСЗ-6" 0.4 0.027 2 0.057 NA 5e-04 5e-04 0.022 0.0065
2014-03-22 "ПСЗ-7" NA 0.039 2 0.063 NA 0.0025 0.0025 0.055 0.0105
2014-03-24 "ПСЗ-1" NA 0.034 4 0.095 NA 0.0023 0.0013 0.05 0.0095
2014-03-24 "ПСЗ-2" NA 0.037 5 0.085 NA 0.0023 0.003 0.057 0.015
2014-03-24 "ПСЗ-3" NA 0.017 2 0.07 0.03 3e-04 3e-04 0.017 0.008
2014-03-24 "ПСЗ-6" 0.4 0.025 4 0.075 NA 0.002 3e-04 0.043 0.016
2014-03-24 "ПСЗ-7" NA 0.037 4 0.12 NA 0.0027 0.0033 0.053 0.012
2014-03-25 "ПСЗ-1" NA 0.04 3 0.1 NA 0.004 0.0042 0.09 0.0145
2014-03-25 "ПСЗ-2" NA 0.044 4 0.115 NA 0.0015 0.0038 0.07 0.021
2014-03-25 "ПСЗ-3" NA 0.018 3 0.073 0.047 0.0012 0.0028 0.06 0.0115
2014-03-25 "ПСЗ-6" 0.5 0.04 4 0.057 NA 0.0023 0.0015 0.05 0.024
2014-03-25 "ПСЗ-7" NA 0.04 2 0.053 NA 0.0025 0.003 0.068 0.0125
2014-03-26 "ПСЗ-1" NA 0.033 2 0.065 NA 0.002 0.0023 0.062 0.011
2014-03-26 "ПСЗ-2" NA 0.021 2 0.07 NA 0.0012 0.0018 0.048 0.0155
2014-03-26 "ПСЗ-3" NA 0.026 2 0.043 0.033 0.0012 0.002 0.04 0.0115
2014-03-26 "ПСЗ-6" 0.55 0.037 2 0.05 NA 0.0012 8e-04 0.05 0.0105
2014-03-26 "ПСЗ-7" NA 0.051 2 0.053 NA 0.002 0.0015 0.058 0.013
2014-03-27 "ПСЗ-1" NA 0.036 2 0.06 NA 0.0015 0.0018 0.032 0.0055
2014-03-27 "ПСЗ-2" NA 0.044 2 0.065 NA 0.001 0.0018 0.028 0.0085
2014-03-27 "ПСЗ-3" NA 0.023 2 0.05 0.033 0.0018 0.002 0.025 0.0075
2014-03-27 "ПСЗ-6" 0.55 0.045 2 0.053 NA 0.0015 8e-04 0.038 0.007
2014-03-27 "ПСЗ-7" NA 0.047 2 0.047 NA 0.0012 0.002 0.038 0.007
2014-03-28 "ПСЗ-1" NA 0.028 2 0.03 NA 8e-04 5e-04 0.012 0.004
2014-03-28 "ПСЗ-2" NA 0.022 2 0.05 NA 8e-04 5e-04 0.012 0.0035
2014-03-28 "ПСЗ-3" NA 0.029 2 0.027 0.013 5e-04 5e-04 0.02 0.004
2014-03-28 "ПСЗ-6" 0.35 0.034 2 0.027 NA 0.0015 0.0012 0.025 0.005
2014-03-28 "ПСЗ-7" NA 0.057 2 0.043 NA 0.001 5e-04 0.028 0.0015
2014-03-29 "ПСЗ-1" NA 0.024 1 0.045 NA 5e-04 2e-04 0.012 0.0035
2014-03-29 "ПСЗ-2" NA 0.025 2 0.04 NA 5e-04 2e-04 0.02 0.003
2014-03-29 "ПСЗ-3" NA 0.029 2 0.05 0.033 5e-04 0 0.018 0.0045
2014-03-29 "ПСЗ-6" 0.65 0.04 2 0.077 NA 0.0025 0.002 0.038 0.0065
2014-03-29 "ПСЗ-7" NA 0.029 1 0.037 NA 2e-04 0 0.012 0.0025
2014-04-01 "ПСЗ-1" NA 0.028 1 0.035 NA 8e-04 0 0.022 0.008
2014-04-01 "ПСЗ-2" NA 0.029 2 0.045 NA 8e-04 2e-04 0.025 0.004
2014-04-01 "ПСЗ-3" NA 0.033 2 0.033 0.017 8e-04 0 0.03 0.004
2014-04-01 "ПСЗ-6" 0.4 0.026 2 0.02 NA 5e-04 0 0.025 0.0045
2014-04-01 "ПСЗ-7" NA 0.034 2 0.047 NA 0.0012 0.001 0.04 0.0045
2014-04-02 "ПСЗ-1" NA 0.034 2 0.03 NA 8e-04 0.0012 0.03 0.0075
2014-04-02 "ПСЗ-2" NA 0.034 2 0.03 NA 8e-04 0.0012 0.03 0.0075
2014-04-02 "ПСЗ-3" NA 0.028 2 0.033 0.017 5e-04 2e-04 0.032 0.006
2014-04-02 "ПСЗ-6" 0.5 0.036 3 0.043 NA 0.003 0.0025 0.048 0.0075
2014-04-02 "ПСЗ-7" NA 0.03 2 0.027 NA 2e-04 2e-04 0.02 0.004
2014-04-03 "ПСЗ-1" NA 0.032 2 0.065 NA 0.0015 0.002 0.032 0.0075
2014-04-03 "ПСЗ-2" NA 0.03 2 0.06 NA 0.0025 0.0025 0.04 0.0095
2014-04-03 "ПСЗ-3" NA 0.031 2 0.027 0.013 0.0018 0.002 0.02 0.0105
2014-04-03 "ПСЗ-6" 0.65 0.048 2 0.107 NA 0.0035 0.002 0.08 0.009
2014-04-03 "ПСЗ-7" NA 0.03 2 0.033 NA 0.0018 0.0023 0.053 0.0085
2014-04-04 "ПСЗ-1" NA 0.016 2 0.05 NA 0.0018 0 0.02 0.0085
2014-04-04 "ПСЗ-2" NA 0.014 2 0.075 NA 0.0032 0.0015 0.028 0.008
2014-04-04 "ПСЗ-3" NA 0.019 2 0.04 0.027 5e-04 0 0.015 0.0055
2014-04-04 "ПСЗ-6" 0.35 0.017 2 0.047 NA 8e-04 0 0.028 0.005
2014-04-04 "ПСЗ-7" NA 0.021 2 0.063 NA 0.0038 0.0038 0.065 0.014
2014-04-05 "ПСЗ-1" NA 0.027 2 0.04 NA 0.0015 0.001 0.025 0.004
2014-04-05 "ПСЗ-2" NA 0.022 2 0.04 NA 0.002 0.0023 0.025 0.008
2014-04-05 "ПСЗ-3" NA 0.027 3 0.05 0.033 0.001 2e-04 0.025 0.005
2014-04-05 "ПСЗ-6" 0.65 0.041 2 0.093 NA 0.005 0.0048 0.068 0.013
2014-04-05 "ПСЗ-7" NA 0.024 2 0.057 NA 8e-04 5e-04 0.03 0.005
2014-04-07 "ПСЗ-1" NA 0.038 2 0.06 NA 0.002 0.0023 0.08 0.009
2014-04-07 "ПСЗ-2" NA 0.045 2 0.08 NA 0.003 0.0027 0.073 0.0155
2014-04-07 "ПСЗ-3" NA 0.032 2 0.085 0.05 0.002 0.0017 0.03 0.007
2014-04-07 "ПСЗ-6" 0.45 0.049 2 0.055 NA 0.0027 0.0017 0.053 0.009
2014-04-07 "ПСЗ-7" NA 0.034 2 0.105 NA 0.0047 0.0043 0.093 0.01
2014-04-08 "ПСЗ-1" NA 0.024 2 0.055 NA 8e-04 8e-04 0.028 0.005
2014-04-08 "ПСЗ-2" NA 0.026 2 0.055 NA 0.0012 0.001 0.05 0.0035
2014-04-08 "ПСЗ-3" NA 0.025 2 0.043 0.027 2e-04 0 0.035 0.0045
2014-04-08 "ПСЗ-6" 0.5 0.024 2 0.04 NA 0.0012 5e-04 0.055 0.0055
2014-04-08 "ПСЗ-7" NA 0.028 4 0.05 NA 0.0012 0.0018 0.048 0.0085
2014-04-09 "ПСЗ-1" NA 0.032 4 0.09 NA 0.0018 0.0032 0.042 0.0115
2014-04-09 "ПСЗ-2" NA 0.032 4 0.105 NA 0.0028 0.0035 0.045 0.01
2014-04-09 "ПСЗ-3" NA 0.028 2 0.053 0.033 0.0012 0.001 0.038 0.007
2014-04-09 "ПСЗ-6" 0.65 0.031 4 0.053 NA 0.0015 5e-04 0.04 0.008
2014-04-09 "ПСЗ-7" NA 0.05 3 0.06 NA 0.0025 0.0032 0.058 0.011
2014-04-10 "ПСЗ-1" NA 0.02 2 0.065 NA 5e-04 8e-04 0.03 0.007
2014-04-10 "ПСЗ-2" NA 0.019 2 0.065 NA 0.0012 0.0012 0.042 0.0075
2014-04-10 "ПСЗ-3" NA 0.02 3 0.067 0.043 8e-04 5e-04 0.042 0.0135
2014-04-10 "ПСЗ-6" 0.4 0.027 4 0.08 NA 0.003 0.0028 0.075 0.007
2014-04-10 "ПСЗ-7" NA 0.023 2 0.06 NA 0.0012 0.0015 0.035 0.0055
2014-04-11 "ПСЗ-1" NA 0.024 2 0.07 NA 0.0025 0.0028 0.055 0.006
2014-04-11 "ПСЗ-2" NA 0.02 2 0.06 NA 0.0023 0.0023 0.048 0.0035
2014-04-11 "ПСЗ-3" NA 0.027 3 0.06 0.05 0.0015 0.0023 0.042 0.012
2014-04-11 "ПСЗ-6" 1.05 0.041 2 0.077 NA 0.0038 0.0038 0.068 0.0115
2014-04-11 "ПСЗ-7" NA 0.02 2 0.04 NA 0.001 0.001 0.032 0.004
2014-04-12 "ПСЗ-1" NA 0.021 2 0.065 NA 0.0023 0.0045 0.062 0.009
2014-04-12 "ПСЗ-2" NA 0.018 2 0.075 NA 0.002 0.0038 0.055 0.009
2014-04-12 "ПСЗ-3" NA 0.023 2 0.06 0.04 0.002 0.0028 0.048 0.006
2014-04-12 "ПСЗ-6" 0.55 0.023 2 0.09 NA 0.0012 0.0025 0.038 0.007
2014-04-12 "ПСЗ-7" NA 0.018 2 0.05 NA 0.0023 0.002 0.04 0.0035
2014-04-14 "ПСЗ-1" NA 0.017 2 0.055 NA 0.0017 7e-04 0.023 0.004
2014-04-14 "ПСЗ-2" NA 0.022 2 0.07 NA 0.0027 0.002 0.03 0.007
2014-04-14 "ПСЗ-3" NA 0.014 2 0.04 0.03 7e-04 0 0.023 0.004
2014-04-14 "ПСЗ-6" 0.25 0.019 1 0.03 NA 7e-04 0 0.037 0.0055
2014-04-14 "ПСЗ-7" NA 0.031 3 0.07 NA 0.0037 0.003 0.073 0.0095
2014-04-15 "ПСЗ-1" NA 0.031 3 0.035 NA 0.002 0.0023 0.042 0.0115
2014-04-15 "ПСЗ-2" NA 0.032 3 0.045 NA 0.0028 0.0025 0.055 0.01
2014-04-15 "ПСЗ-3" NA 0.027 2 0.03 0.017 0.0015 0.0012 0.025 0.007
2014-04-15 "ПСЗ-6" 0.4 0.023 4 0.027 NA 0.001 8e-04 0.035 0.017
2014-04-15 "ПСЗ-7" NA 0.047 2 0.07 NA 0.003 0.0042 0.08 0.0125
2014-04-16 "ПСЗ-1" NA 0.036 2 0.05 NA 0.0025 0.0032 0.06 0.0115
2014-04-16 "ПСЗ-2" NA 0.041 2 0.055 NA 0.0028 0.0038 0.085 0.0165
2014-04-16 "ПСЗ-3" NA 0.033 2 0.04 0.017 0.0028 0.0028 0.045 0.0105
2014-04-16 "ПСЗ-6" 0.75 0.031 3 0.03 NA 0.002 0.002 0.042 0.0185
2014-04-16 "ПСЗ-7" NA 0.039 2 0.093 NA 0.0038 0.0042 0.07 0.017
2014-04-17 "ПСЗ-1" NA 0.034 2 0.025 NA 0.001 8e-04 0.032 0.0085
2014-04-17 "ПСЗ-2" NA 0.034 2 0.045 NA 0.0012 8e-04 0.032 0.006
2014-04-17 "ПСЗ-3" NA 0.028 2 0.06 0.033 0.0012 0.001 0.028 0.012
2014-04-17 "ПСЗ-6" 1.05 0.041 2 0.093 NA 0.0025 0.0023 0.072 0.0135
2014-04-17 "ПСЗ-7" NA 0.027 2 0.053 NA 0.0018 0 0.038 0.0055
2014-04-18 "ПСЗ-1" NA 0.028 2 0.03 NA 0.0012 0.0012 0.028 0.005
2014-04-18 "ПСЗ-2" NA 0.035 2 0.055 NA 0.0012 5e-04 0.045 0.0075
2014-04-18 "ПСЗ-3" NA 0.03 3 0.05 0.033 0.0012 5e-04 0.025 0.012
2014-04-18 "ПСЗ-6" 0.75 0.034 2 0.093 NA 0.002 0.0018 0.065 0.0045
2014-04-18 "ПСЗ-7" NA 0.023 2 0.047 NA 5e-04 5e-04 0.022 0.004
2014-04-19 "ПСЗ-1" NA 0.016 1 0.04 NA 0.0015 0.0015 0.015 0.009
2014-04-19 "ПСЗ-2" NA 0.017 1 0.07 NA 0.001 0.002 0.025 0.007
2014-04-19 "ПСЗ-3" NA 0.018 1 0.05 0.025 0.0015 0.0015 0.015 0.011
2014-04-19 "ПСЗ-6" 0.3 0.013 2 0.045 NA 0.0025 0.002 0.03 0.008
2014-04-19 "ПСЗ-7" NA 0.011 1 0.02 NA 0.001 0.0015 0.015 0.005
2014-04-22 "ПСЗ-1" NA 0.017 4 0.045 NA 0.0023 0.0033 0.033 0.0115
2014-04-22 "ПСЗ-2" NA 0.017 2 0.05 NA 0.0027 0.0027 0.047 0.017
2014-04-22 "ПСЗ-3" NA 0.011 2 0.07 0.03 0.002 0.0033 0.037 0.0075
2014-04-22 "ПСЗ-6" 2.05 0.017 4 0.08 NA 0.0013 0.0017 0.033 0.0065
2014-04-22 "ПСЗ-7" NA 0.013 2 0.07 NA 0.0013 0.0027 0.023 0.006
2014-04-23 "ПСЗ-1" NA 0.02 2 0.095 NA 0.0018 0.0015 0.048 0.008
2014-04-23 "ПСЗ-2" NA 0.018 2 0.13 NA 0.0023 0.0015 0.04 0.01
2014-04-23 "ПСЗ-3" NA 0.017 2 0.087 0.043 0.0012 0.001 0.038 0.005
2014-04-23 "ПСЗ-6" 0.65 0.014 2 0.033 NA 5e-04 0.001 0.032 0.0055
2014-04-23 "ПСЗ-7" NA 0.02 2 0.04 NA 0.0012 0.0025 0.06 0.0115
2014-04-24 "ПСЗ-1" NA 0.027 2 0.075 NA 0.0012 0.0015 0.03 0.0055
2014-04-24 "ПСЗ-2" NA 0.033 2 0.05 NA 0.0018 0.0035 0.045 0.006
2014-04-24 "ПСЗ-3" NA 0.023 2 0.065 0.037 0.0012 0.002 0.03 0.008
2014-04-24 "ПСЗ-6" 0.5 0.031 2 0.077 NA 0.002 0.002 0.04 0.0085
2014-04-24 "ПСЗ-7" NA 0.033 2 0.037 NA 0.0018 0.0028 0.055 0.0095
2014-04-25 "ПСЗ-1" NA 0.032 3 0.085 NA 0.0018 0.0023 0.05 0.012
2014-04-25 "ПСЗ-2" NA 0.046 3 0.1 NA 0.0032 0.0025 0.075 0.0125
2014-04-25 "ПСЗ-3" NA 0.03 2 0.067 0.047 0.0018 0.002 0.04 0.0105
2014-04-25 "ПСЗ-6" 0.9 0.043 4 0.08 NA 0.0025 0.0025 0.05 0.0145
2014-04-25 "ПСЗ-7" NA 0.047 2 0.037 NA 0.0018 0.0012 0.045 0.007
2014-04-26 "ПСЗ-1" NA 0.038 3 0.1 NA 0.0025 0.0012 0.052 0.01
2014-04-26 "ПСЗ-2" NA 0.044 4 0.075 NA 0.0025 0.0023 0.062 0.013
2014-04-26 "ПСЗ-3" NA 0.033 4 0.07 0.057 0.0012 0.001 0.042 0.013
2014-04-26 "ПСЗ-6" 1.35 0.066 3 0.127 NA 0.006 0.0052 0.103 0.026
2014-04-26 "ПСЗ-7" NA 0.033 2 0.053 NA 0.0018 0.0012 0.035 0.011
2014-04-28 "ПСЗ-1" NA 0.047 4 0.095 NA 0.0017 0.0033 0.047 0.01
2014-04-28 "ПСЗ-2" NA 0.044 5 0.145 NA 0.002 0.0027 0.057 0.014
2014-04-28 "ПСЗ-3" NA 0.03 3 0.09 0.065 0.0017 0.0017 0.037 0.0095
2014-04-28 "ПСЗ-6" 0.8 0.028 3 0.08 NA 0.001 0.001 0.037 0.012
2014-04-28 "ПСЗ-7" NA 0.039 2 0.075 NA 0.0017 0.0027 0.04 0.0095
2014-04-29 "ПСЗ-1" NA 0.035 2 0.065 NA 0.001 0.0012 0.04 0.0115
2014-04-29 "ПСЗ-2" NA 0.04 4 0.07 NA 0.0018 0.0015 0.04 0.007
2014-04-29 "ПСЗ-3" NA 0.037 2 0.047 0.023 0.001 0.001 0.035 0.01
2014-04-29 "ПСЗ-6" 0.7 0.039 4 0.037 NA 0.0025 0.0028 0.042 0.019
2014-04-29 "ПСЗ-7" NA 0.037 2 0.06 NA 8e-04 8e-04 0.032 0.006
2014-05-03 "ПСЗ-1" NA 0.002 2 0.035 NA 3e-04 0.002 0.023 0.003
2014-05-03 "ПСЗ-2" NA 0.003 2 0.035 NA 0.001 0.0017 0.023 0.004
2014-05-03 "ПСЗ-3" NA 0.001 2 0.035 0.025 3e-04 0.001 0.013 0.0035
2014-05-03 "ПСЗ-6" 0.1 0.002 1 0.035 NA 3e-04 0.001 0.013 0.0055
2014-05-03 "ПСЗ-7" NA 0.002 2 0.055 NA 7e-04 0.0027 0.033 0.0055
2014-05-05 "ПСЗ-1" NA 0.006 1 0.03 NA 3e-04 7e-04 0.013 0.006
2014-05-05 "ПСЗ-2" NA 0.007 2 0.025 NA 0 7e-04 0.017 0.0055
2014-05-05 "ПСЗ-3" NA 0.004 1 0.035 0.02 3e-04 3e-04 0.01 0.002
2014-05-05 "ПСЗ-6" 0.15 0.006 2 0.06 NA 7e-04 0.001 0.017 0.008
2014-05-05 "ПСЗ-7" NA 0.009 2 0.04 NA 3e-04 0.0013 0.023 0.0045
2014-05-06 "ПСЗ-1" NA 0.022 2 0.05 NA 8e-04 0.001 0.012 0.005
2014-05-06 "ПСЗ-2" NA 0.016 2 0.04 NA 8e-04 0.0015 0.018 0.008
2014-05-06 "ПСЗ-3" NA 0.011 2 0.043 0.03 5e-04 0.0012 0.012 0.0055
2014-05-06 "ПСЗ-6" 0.4 0.017 1 0.063 NA 8e-04 0.0012 0.01 0.012
2014-05-06 "ПСЗ-7" NA 0.012 2 0.063 NA 8e-04 0.0015 0.015 0.009
2014-05-07 "ПСЗ-1" NA 0.031 2 0.02 NA 8e-04 0.002 0.05 0.006
2014-05-07 "ПСЗ-2" NA 0.032 2 0.075 NA 0.001 0.0025 0.03 0.0045
2014-05-07 "ПСЗ-3" NA 0.021 2 0.067 0.04 0.001 0.0015 0.018 0.0045
2014-05-07 "ПСЗ-6" 0.15 0.036 2 0.073 NA 0.001 0.0012 0.015 0.005
2014-05-07 "ПСЗ-7" NA 0.039 4 0.107 NA 0.0018 0.003 0.032 0.01
2014-05-08 "ПСЗ-1" NA 0.021 2 0.09 NA 0.0013 0.0027 0.023 0.015
2014-05-08 "ПСЗ-2" NA 0.032 1 0.02 NA 0.0017 0.0017 0.02 0.002
2014-05-08 "ПСЗ-3" NA 0.02 1 0.055 0.035 0.001 0.001 0.013 0.009
2014-05-08 "ПСЗ-6" 0.3 0.027 5 0.11 NA 0.001 3e-04 0.023 0.009
2014-05-08 "ПСЗ-7" NA 0.053 2 0.14 NA 0.002 0.0027 0.017 0.013
2014-05-10 "ПСЗ-1" NA 0.024 2 0.045 NA 0.0017 0.0023 0.033 0.0075
2014-05-10 "ПСЗ-2" NA 0.017 2 0.035 NA 0.0013 0.0017 0.03 0.0055
2014-05-10 "ПСЗ-3" NA 0.012 2 0.04 0.025 7e-04 0.0023 0.017 0.004
2014-05-10 "ПСЗ-6" 0.75 0.03 2 0.095 NA 0.0017 0.003 0.03 0.0145
2014-05-10 "ПСЗ-7" NA 0.016 2 0.065 NA 0.001 0.0017 0.023 0.0055
2014-05-12 "ПСЗ-1" NA 0.035 2 0.06 NA 0.0017 0.0023 0.023 0.0125
2014-05-12 "ПСЗ-2" NA 0.05 2 0.07 NA 0.0023 0.0027 0.047 0.0145
2014-05-12 "ПСЗ-3" NA 0.038 2 0.04 0.035 0.0017 0.001 0.03 0.01
2014-05-12 "ПСЗ-6" 0.3 0.025 2 0.08 NA 0.001 0.0013 0.02 0.0095
2014-05-12 "ПСЗ-7" NA 0.063 2 0.1 NA 0.0027 0.0027 0.063 0.0175
2014-05-13 "ПСЗ-1" NA 0.022 2 0.045 NA 8e-04 0.001 0.022 0.004
2014-05-13 "ПСЗ-2" NA 0.025 2 0.03 NA 0.001 5e-04 0.018 0.005
2014-05-13 "ПСЗ-3" NA 0.016 2 0.033 0.017 5e-04 8e-04 0.012 0.008
2014-05-13 "ПСЗ-6" 0.4 0.023 2 0.057 NA 0.0012 0.0018 0.03 0.0115
2014-05-13 "ПСЗ-7" NA 0.023 2 0.053 NA 0.0012 8e-04 0.03 0.01
2014-05-14 "ПСЗ-1" NA 0.04 2 0.06 NA 0.0023 0.0028 0.04 0.007
2014-05-14 "ПСЗ-2" NA 0.036 2 0.055 NA 0.0018 0.0028 0.022 0.0065
2014-05-14 "ПСЗ-3" NA 0.028 2 0.053 0.033 0.001 0.0012 0.012 0.0065
2014-05-14 "ПСЗ-6" 0.25 0.038 2 0.08 NA 0.0012 0.0012 0.028 0.009
2014-05-14 "ПСЗ-7" NA 0.035 3 0.057 NA 0.0018 0.0018 0.028 0.0085
2014-05-15 "ПСЗ-1" NA 0.045 2 0.045 NA 0.0015 0.002 0.035 0.0075
2014-05-15 "ПСЗ-2" NA 0.046 2 0.065 NA 0.0023 0.0025 0.03 0.008
2014-05-15 "ПСЗ-3" NA 0.03 2 0.05 0.033 0.001 0.001 0.025 0.0085
2014-05-15 "ПСЗ-6" 0.55 0.025 4 0.077 NA 5e-04 5e-04 0.022 0.0085
2014-05-15 "ПСЗ-7" NA 0.054 2 0.077 NA 0.0018 0.0023 0.04 0.0145
2014-05-16 "ПСЗ-1" NA 0.02 2 0.03 NA 8e-04 0.0015 0.018 0.0055
2014-05-16 "ПСЗ-2" NA 0.017 1 0.03 NA 0.001 0.0015 0.022 0.008
2014-05-16 "ПСЗ-3" NA 0.023 2 0.033 0.02 5e-04 0.001 0.02 0.006
2014-05-16 "ПСЗ-6" 0.8 0.022 2 0.04 NA 5e-04 0.001 0.015 0.009
2014-05-16 "ПСЗ-7" NA 0.028 2 0.05 NA 0.001 0.0015 0.018 0.009
2014-05-17 "ПСЗ-1" NA 0.02 2 0.035 NA 0.0015 0.0018 0.022 0.0055
2014-05-17 "ПСЗ-2" NA 0.02 2 0.04 NA 0.001 0.0018 0.022 0.006
2014-05-17 "ПСЗ-3" NA 0.026 1 0.047 0.027 5e-04 0.001 0.015 0.004
2014-05-17 "ПСЗ-6" 0.1 0.025 2 0.043 NA 5e-04 5e-04 0.015 0.009
2014-05-17 "ПСЗ-7" NA 0.031 2 0.05 NA 0.0012 0.0015 0.025 0.007
2014-05-19 "ПСЗ-1" NA 0.009 2 0.025 NA 3e-04 3e-04 0.013 0.003
2014-05-19 "ПСЗ-2" NA 0.008 2 0.035 NA 7e-04 0.001 0.017 0.004
2014-05-19 "ПСЗ-3" NA 0.009 2 0.025 0.015 3e-04 7e-04 0.01 0.005
2014-05-19 "ПСЗ-6" 0.1 0.007 2 0.015 NA 3e-04 7e-04 0.013 0.004
2014-05-19 "ПСЗ-7" NA 0.012 2 0.025 NA 7e-04 0.001 0.017 0.005
2014-05-20 "ПСЗ-1" NA 0.015 2 0.045 NA 0.001 0.001 0.015 0.0055
2014-05-20 "ПСЗ-2" NA 0.019 2 0.03 NA 5e-04 8e-04 0.012 0.0015
2014-05-20 "ПСЗ-3" NA 0.007 2 0.043 0.023 5e-04 8e-04 0.015 0.004
2014-05-20 "ПСЗ-6" 0.25 0.012 2 0.033 NA 0.0012 0.0015 0.025 0.0075
2014-05-20 "ПСЗ-7" NA 0.009 2 0.037 NA 8e-04 0.0012 0.025 0.0085
2014-05-21 "ПСЗ-1" NA 0.015 2 0.05 NA 0.001 0.0012 0.022 0.006
2014-05-21 "ПСЗ-2" NA 0.014 2 0.035 NA 5e-04 5e-04 0.015 0.0045
2014-05-21 "ПСЗ-3" NA 0.019 2 0.053 0.037 2e-04 5e-04 0.01 0.003
2014-05-21 "ПСЗ-6" 0.25 0.027 2 0.057 NA 0.0012 0.0015 0.03 0.0115
2014-05-21 "ПСЗ-7" NA 0.019 2 0.05 NA 5e-04 5e-04 0.015 0.007
2014-05-22 "ПСЗ-1" NA 0.023 2 0.04 NA 0.001 0.0012 0.025 0.0065
2014-05-22 "ПСЗ-2" NA 0.023 2 0.035 NA 8e-04 8e-04 0.018 0.0075
2014-05-22 "ПСЗ-3" NA 0.016 2 0.06 0.03 5e-04 8e-04 0.015 0.005
2014-05-22 "ПСЗ-6" 0.35 0.026 2 0.053 NA 0.0015 0.0015 0.028 0.0115
2014-05-22 "ПСЗ-7" NA 0.022 2 0.057 NA 8e-04 5e-04 0.018 0.0045
2014-05-23 "ПСЗ-1" NA 0.016 2 0.025 NA 0.0012 0.0015 0.02 0.0095
2014-05-23 "ПСЗ-2" NA 0.012 2 0.02 NA 5e-04 5e-04 0.015 0.0065
2014-05-23 "ПСЗ-3" NA 0.016 2 0.047 0.03 5e-04 5e-04 0.012 0.006
2014-05-23 "ПСЗ-6" 0.35 0.026 2 0.05 NA 0.0012 0.0015 0.028 0.0115
2014-05-23 "ПСЗ-7" NA 0.012 2 0.047 NA 5e-04 8e-04 0.02 0.012
2014-05-24 "ПСЗ-1" NA 0.019 2 0.04 NA 0.0012 0.0015 0.025 0.007
2014-05-24 "ПСЗ-2" NA 0.015 2 0.04 NA 0.0012 0.001 0.02 0.009
2014-05-24 "ПСЗ-3" NA 0.018 2 0.037 0.027 8e-04 8e-04 0.012 0.0095
2014-05-24 "ПСЗ-6" 0.5 0.023 3 0.057 NA 0.001 8e-04 0.022 0.008
2014-05-24 "ПСЗ-7" NA 0.019 2 0.06 NA 0.001 0.0018 0.028 0.0085
2014-05-26 "ПСЗ-1" NA 0.008 1 0.025 NA 3e-04 7e-04 0.013 0.004
2014-05-26 "ПСЗ-2" NA 0.006 1 0.025 NA 3e-04 3e-04 0.013 0.002
2014-05-26 "ПСЗ-3" NA 0.002 2 0.03 0.02 3e-04 3e-04 0.007 0.003
2014-05-26 "ПСЗ-6" 0.1 0.007 1 0.045 NA 0.001 0.0013 0.017 0.004
2014-05-26 "ПСЗ-7" NA 0.005 1 0.04 NA 7e-04 7e-04 0.013 0.006
2014-05-27 "ПСЗ-1" NA 0.006 1 0.02 NA 5e-04 0.001 0.015 0.003
2014-05-27 "ПСЗ-2" NA 0.006 2 0.03 NA 5e-04 5e-04 0.012 0.0025
2014-05-27 "ПСЗ-3" NA 0.005 2 0.033 0.02 5e-04 5e-04 0.005 0.004
2014-05-27 "ПСЗ-6" 0.15 0.005 2 0.04 NA 5e-04 8e-04 0.012 0.005
2014-05-27 "ПСЗ-7" NA 0.006 2 0.033 NA 5e-04 5e-04 0.015 0.005
2014-05-28 "ПСЗ-1" NA 0.004 0 0.035 NA 5e-04 5e-04 0.012 0.0035
2014-05-28 "ПСЗ-2" NA 0.004 2 0.035 NA 5e-04 0.001 0.015 0.004
2014-05-28 "ПСЗ-3" NA 0.004 2 0.043 0.03 2e-04 5e-04 0.01 0.0045
2014-05-28 "ПСЗ-6" 0.05 0.005 2 0.047 NA 5e-04 5e-04 0.012 0.005
2014-05-28 "ПСЗ-7" NA 0.007 1 0.03 NA 8e-04 8e-04 0.018 0.002
2014-05-29 "ПСЗ-1" NA 0.011 2 0.045 NA 0.002 0.0028 0.048 0.009
2014-05-29 "ПСЗ-2" NA 0.018 4 0.065 NA 0.0028 0.0035 0.053 0.0125
2014-05-29 "ПСЗ-3" NA 0.01 2 0.05 0.033 0.0012 0.0023 0.035 0.008
